83.0,83.2,83.3,83.4,83.4,83.5,83.6,83.6,83.7,83.7,83.7,83.8,83.8,83.9,83.9,83.9,84.0,84.0,84.0,84.0
84.2,84.0,83.7,83.6,83.7,83.6,83.8,83.8,83.7,83.5,83.5,83.9,83.6,83.5,83.3,83.2,83.3,83.5,83.2,83.5
